Huurobject;Mutatiegraad
HO 3000/1502/3;0,143
HO 3000/1502/4;0
HO 3000/1502/5;0
HO 3000/1502/6;0
HO 3000/1502/7;0,071
HO 3000/1502/8;0,143
HO 3000/1502/9;0,143
HO 3000/1503/1;0,071
HO 3000/1503/10;0,143
HO 3000/1503/11;0
HO 3000/1503/12;0,143
HO 3000/1503/13;0
HO 3000/1503/14;0,143
HO 3000/1503/15;0,143
HO 3000/1503/16;0,071
HO 3000/1503/17;0
HO 3000/1503/18;0
HO 3000/1503/2;0,071
HO 3000/1503/3;0
HO 3000/1503/4;0
HO 3000/1503/5;0,071
HO 3000/1503/6;0,214
HO 3000/1503/7;0
HO 3000/1503/8;0
HO 3000/1503/9;0,071
HO 3000/1504/1;0
HO 3000/1504/10;0
HO 3000/1504/11;0
HO 3000/1504/12;0
HO 3000/1504/13;0
HO 3000/1504/14;0,071
HO 3000/1504/15;0
HO 3000/1504/16;0
HO 3000/1504/17;0
HO 3000/1504/18;0
HO 3000/1504/2;0,071
HO 3000/1504/20;0,071
HO 3000/1504/21;0,071
HO 3000/1504/22;0
HO 3000/1504/23;0,071
HO 3000/1504/24;0,143
HO 3000/1504/25;0
HO 3000/1504/26;0
HO 3000/1504/27;0
HO 3000/1504/28;0,143
HO 3000/1504/29;0
HO 3000/1504/3;0,071
HO 3000/1504/30;0
HO 3000/1504/31;0
HO 3000/1504/32;0
HO 3000/1504/33;0,143
HO 3000/1504/34;0
HO 3000/1504/35;0
HO 3000/1504/36;0,143
HO 3000/1504/37;0,214
HO 3000/1504/38;0
HO 3000/1504/39;0,071
HO 3000/1504/4;0
HO 3000/1504/40;0,071
HO 3000/1504/41;0
HO 3000/1504/42;0
HO 3000/1504/43;0
HO 3000/1504/44;0,071
HO 3000/1504/45;0
HO 3000/1504/46;0,071
HO 3000/1504/47;0
HO 3000/1504/48;0
HO 3000/1504/49;0,071
HO 3000/1504/5;0
HO 3000/1504/50;0,071
HO 3000/1504/51;0
HO 3000/1504/6;0,071
HO 3000/1504/7;0
HO 3000/1504/8;0
HO 3000/1504/9;0
HO 3000/1505/1;0
HO 3000/1505/10;0,143
HO 3000/1505/11;0,071
HO 3000/1505/12;0,143
HO 3000/1505/13;0,143
HO 3000/1505/14;0,286
HO 3000/1505/15;0,143
HO 3000/1505/16;0
HO 3000/1505/17;0
HO 3000/1505/18;0,286
HO 3000/1505/19;0
HO 3000/1505/2;0
HO 3000/1505/3;0,143
HO 3000/1505/4;0,071
HO 3000/1505/5;0,143
HO 3000/1505/6;0
HO 3000/1505/7;0
HO 3000/1505/8;0
HO 3000/1505/9;0,071
HO 3000/1506/1;0,143
HO 3000/1506/10;0,214
HO 3000/1506/100;0,143
HO 3000/1506/101;0
HO 3000/1506/102;0,214
HO 3000/1506/103;0
HO 3000/1506/104;0
HO 3000/1506/105;0,143
HO 3000/1506/106;0,143
HO 3000/1506/107;0,286
HO 3000/1506/108;0
HO 3000/1506/109;0
HO 3000/1506/11;0
HO 3000/1506/110;0,214
HO 3000/1506/111;0,214
HO 3000/1506/112;0
HO 3000/1506/113;0,071
HO 3000/1506/114;0,071
HO 3000/1506/115;0,071
HO 3000/1506/116;0,143
HO 3000/1506/117;0,143
HO 3000/1506/118;0,143
HO 3000/1506/119;0,071
HO 3000/1506/12;0,143
HO 3000/1506/120;0,143
HO 3000/1506/121;0,214
HO 3000/1506/122;0,071
HO 3000/1506/123;0,143
HO 3000/1506/124;0,071
HO 3000/1506/125;0,071
HO 3000/1506/126;0,071
HO 3000/1506/127;0,143
HO 3000/1506/128;0
HO 3000/1506/129;0,071
HO 3000/1506/13;0
HO 3000/1506/130;0,071
HO 3000/1506/131;0
HO 3000/1506/132;0,071
HO 3000/1506/133;0
HO 3000/1506/134;0
HO 3000/1506/135;0,071
HO 3000/1506/136;0
HO 3000/1506/137;0
HO 3000/1506/138;0,071
HO 3000/1506/139;0,071
HO 3000/1506/14;0,071
HO 3000/1506/140;0
HO 3000/1506/141;0,071
HO 3000/1506/142;0
HO 3000/1506/143;0,143
HO 3000/1506/144;0,143
HO 3000/1506/145;0
HO 3000/1506/146;0,071
HO 3000/1506/147;0,071
HO 3000/1506/148;0,143
HO 3000/1506/149;0,071
HO 3000/1506/15;0,071
HO 3000/1506/150;0,143
HO 3000/1506/151;0,214
HO 3000/1506/152;0
HO 3000/1506/153;0,286
HO 3000/1506/154;0,071
HO 3000/1506/155;0
HO 3000/1506/156;0,143
HO 3000/1506/157;0,143
HO 3000/1506/158;0
HO 3000/1506/159;0,214
HO 3000/1506/16;0,071
HO 3000/1506/160;0,143
HO 3000/1506/161;0,143
HO 3000/1506/162;0,143
HO 3000/1506/163;0,071
HO 3000/1506/164;0
HO 3000/1506/165;0,071
HO 3000/1506/166;0,286
HO 3000/1506/167;0,214
HO 3000/1506/168;0
HO 3000/1506/169;0,143
HO 3000/1506/17;0,071
HO 3000/1506/170;0
HO 3000/1506/171;0,071
HO 3000/1506/172;0,286
HO 3000/1506/173;0,214
HO 3000/1506/174;0,143
HO 3000/1506/175;0,143
HO 3000/1506/176;0,143
HO 3000/1506/177;0,143
HO 3000/1506/178;0,214
HO 3000/1506/179;0
HO 3000/1506/18;0
HO 3000/1506/180;0,214
HO 3000/1506/181;0,071
HO 3000/1506/182;0,071
HO 3000/1506/183;0
HO 3000/1506/184;0,214
HO 3000/1506/185;0,071
HO 3000/1506/186;0,071
HO 3000/1506/187;0,071
HO 3000/1506/188;0,071
HO 3000/1506/189;0
HO 3000/1506/19;0,143
HO 3000/1506/190;0,071
HO 3000/1506/191;0,071
HO 3000/1506/192;0,071
HO 3000/1506/193;0,071
HO 3000/1506/194;0,143
HO 3000/1506/195;0,143
HO 3000/1506/196;0,071
HO 3000/1506/197;0,071
HO 3000/1506/198;0,071
HO 3000/1506/199;0,071
HO 3000/1506/2;0,143
HO 3000/1506/20;0,143
HO 3000/1506/200;0,071
HO 3000/1506/201;0,071
HO 3000/1506/202;0,071
HO 3000/1506/203;0
HO 3000/1506/204;0
HO 3000/1506/205;0
HO 3000/1506/206;0
HO 3000/1506/207;0
HO 3000/1506/208;0,071
HO 3000/1506/209;0,143
HO 3000/1506/21;0
HO 3000/1506/210;0,071
HO 3000/1506/211;0,143
HO 3000/1506/212;0,071
HO 3000/1506/213;0,286
HO 3000/1506/214;0,214
HO 3000/1506/215;0,214
HO 3000/1506/216;0,071
HO 3000/1506/217;0
HO 3000/1506/22;0,071
HO 3000/1506/23;0
HO 3000/1506/24;0
HO 3000/1506/25;0,214
HO 3000/1506/26;0,071
HO 3000/1506/27;0
HO 3000/1506/28;0,071
HO 3000/1506/29;0,071
HO 3000/1506/3;0,143
HO 3000/1506/30;0,143
HO 3000/1506/31;0,143
HO 3000/1506/32;0
HO 3000/1506/33;0,071
HO 3000/1506/34;0
HO 3000/1506/35;0,143
HO 3000/1506/36;0
HO 3000/1506/37;0,071
HO 3000/1506/38;0,214
HO 3000/1506/39;0,143
HO 3000/1506/4;0,071
HO 3000/1506/40;0,071
HO 3000/1506/41;0,143
HO 3000/1506/42;0,071
HO 3000/1506/43;0
HO 3000/1506/44;0,214
HO 3000/1506/45;0,071
HO 3000/1506/46;0
HO 3000/1506/47;0
HO 3000/1506/48;0,071
HO 3000/1506/49;0,143
HO 3000/1506/5;0,286
HO 3000/1506/50;0,214
HO 3000/1506/51;0,286
HO 3000/1506/52;0,214
HO 3000/1506/53;0,071
HO 3000/1506/54;0,071
HO 3000/1506/55;0,071
HO 3000/1506/56;0,071
HO 3000/1506/57;0,071
HO 3000/1506/58;0,071
HO 3000/1506/59;0,143
HO 3000/1506/6;0
HO 3000/1506/60;0
HO 3000/1506/61;0,071
HO 3000/1506/62;0,071
HO 3000/1506/63;0,071
HO 3000/1506/64;0
HO 3000/1506/65;0,071
HO 3000/1506/66;0,143
HO 3000/1506/67;0,071
HO 3000/1506/68;0,071
HO 3000/1506/69;0,143
HO 3000/1506/7;0
HO 3000/1506/70;0,143
HO 3000/1506/71;0,357
HO 3000/1506/72;0,286
HO 3000/1506/73;0,143
HO 3000/1506/74;0
HO 3000/1506/75;0,214
HO 3000/1506/76;0
HO 3000/1506/77;0
HO 3000/1506/78;0
HO 3000/1506/79;0,143
HO 3000/1506/8;0,143
HO 3000/1506/80;0
HO 3000/1506/81;0
HO 3000/1506/82;0
HO 3000/1506/83;0
HO 3000/1506/84;0,143
HO 3000/1506/85;0,143
HO 3000/1506/86;0,143
HO 3000/1506/87;0,071
HO 3000/1506/88;0
HO 3000/1506/89;0
HO 3000/1506/9;0
HO 3000/1506/90;0
HO 3000/1506/91;0,143
HO 3000/1506/92;0
HO 3000/1506/93;0,143
HO 3000/1506/94;0,071
HO 3000/1506/95;0
HO 3000/1506/96;0,071
HO 3000/1506/97;0,143
HO 3000/1506/98;0,071
HO 3000/1506/99;0,143
HO 3000/1507/1;0,214
HO 3000/1507/10;0,071
HO 3000/1507/11;0,071
HO 3000/1507/12;0
HO 3000/1507/13;0,214
HO 3000/1507/14;0,143
HO 3000/1507/15;0,071
HO 3000/1507/16;0
HO 3000/1507/17;0
HO 3000/1507/18;0,214
HO 3000/1507/19;0
HO 3000/1507/2;0,071
HO 3000/1507/20;0,071
HO 3000/1507/21;0
HO 3000/1507/22;0,071
HO 3000/1507/23;0,143
HO 3000/1507/24;0,143
HO 3000/1507/25;0,071
HO 3000/1507/26;0,071
HO 3000/1507/27;0
HO 3000/1507/28;0
HO 3000/1507/29;0,071
HO 3000/1507/3;0,071
HO 3000/1507/30;0,071
HO 3000/1507/31;0,214
HO 3000/1507/32;0
HO 3000/1507/33;0
HO 3000/1507/34;0
HO 3000/1507/35;0
HO 3000/1507/36;0,071
HO 3000/1507/37;0,143
HO 3000/1507/38;0
HO 3000/1507/39;0
HO 3000/1507/4;0,071
HO 3000/1507/40;0
HO 3000/1507/41;0,214
HO 3000/1507/42;0
HO 3000/1507/43;0
HO 3000/1507/44;0
HO 3000/1507/45;0,071
HO 3000/1507/46;0,071
HO 3000/1507/47;0
HO 3000/1507/48;0
HO 3000/1507/49;0
HO 3000/1507/5;0,143
HO 3000/1507/50;0,071
HO 3000/1507/51;0,214
HO 3000/1507/52;0,214
HO 3000/1507/53;0
HO 3000/1507/6;0
HO 3000/1507/7;0
HO 3000/1507/8;0,071
HO 3000/1507/9;0,071
HO 3000/1508/1;0,143
HO 3000/1508/10;0,143
HO 3000/1508/11;0,071
HO 3000/1508/12;0,071
HO 3000/1508/13;0,143
HO 3000/1508/14;0,071
HO 3000/1508/15;0,143
HO 3000/1508/16;0,071
HO 3000/1508/17;0
HO 3000/1508/18;0,071
HO 3000/1508/19;0,214
HO 3000/1508/2;0,071
HO 3000/1508/20;0
HO 3000/1508/21;0
HO 3000/1508/22;0,071
HO 3000/1508/23;0,071
HO 3000/1508/24;0,071
HO 3000/1508/25;0
HO 3000/1508/26;0,143
HO 3000/1508/27;0,071
HO 3000/1508/28;0
HO 3000/1508/29;0
HO 3000/1508/3;0,071
HO 3000/1508/30;0,071
HO 3000/1508/31;0,071
HO 3000/1508/32;0
HO 3000/1508/33;0,071
HO 3000/1508/34;0,071
HO 3000/1508/35;0,143
HO 3000/1508/36;0,143
HO 3000/1508/37;0
HO 3000/1508/38;0
HO 3000/1508/39;0
HO 3000/1508/4;0,071
HO 3000/1508/40;0,143
HO 3000/1508/41;0,143
HO 3000/1508/42;0
HO 3000/1508/43;0
HO 3000/1508/44;0
HO 3000/1508/45;0,143
HO 3000/1508/5;0
HO 3000/1508/6;0,071
HO 3000/1508/7;0
HO 3000/1508/8;0,143
HO 3000/1508/9;0,071
HO 3000/1509/1;0,071
HO 3000/1509/10;0,143
HO 3000/1509/11;0,071
HO 3000/1509/12;0,143
HO 3000/1509/13;0
HO 3000/1509/14;0
HO 3000/1509/15;0,143
HO 3000/1509/16;0
HO 3000/1509/17;0,214
HO 3000/1509/18;0,143
HO 3000/1509/19;0,214
HO 3000/1509/2;0,071
HO 3000/1509/20;0
HO 3000/1509/21;0,214
HO 3000/1509/22;0
HO 3000/1509/23;0,071
HO 3000/1509/24;0,071
HO 3000/1509/25;0,071
HO 3000/1509/26;0
HO 3000/1509/27;0,143
HO 3000/1509/28;0
HO 3000/1509/29;0,071
HO 3000/1509/3;0,143
HO 3000/1509/30;0,214
HO 3000/1509/31;0
HO 3000/1509/32;0
HO 3000/1509/33;0
HO 3000/1509/34;0,143
HO 3000/1509/35;0
HO 3000/1509/36;0,214
HO 3000/1509/37;0,214
HO 3000/1509/38;0,143
HO 3000/1509/39;0
HO 3000/1509/4;0
HO 3000/1509/40;0,214
HO 3000/1509/41;0,071
HO 3000/1509/42;0,143
HO 3000/1509/43;0,071
HO 3000/1509/44;0,071
HO 3000/1509/45;0,071
HO 3000/1509/46;0
HO 3000/1509/47;0,071
HO 3000/1509/48;0,071
HO 3000/1509/49;0,143
HO 3000/1509/5;0
HO 3000/1509/50;0,071
HO 3000/1509/51;0,143
HO 3000/1509/52;0,071
HO 3000/1509/53;0,071
HO 3000/1509/54;0,286
HO 3000/1509/55;0,071
HO 3000/1509/56;0,071
HO 3000/1509/57;0,143
HO 3000/1509/58;0
HO 3000/1509/59;0,143
HO 3000/1509/6;0,071
HO 3000/1509/60;0,214
HO 3000/1509/61;0,214
HO 3000/1509/62;0,071
HO 3000/1509/63;0,143
HO 3000/1509/64;0,143
HO 3000/1509/65;0
HO 3000/1509/66;0,143
HO 3000/1509/67;0,071
HO 3000/1509/68;0,143
HO 3000/1509/69;0,357
HO 3000/1509/7;0,071
HO 3000/1509/70;0,143
HO 3000/1509/71;0
HO 3000/1509/72;0,071
HO 3000/1509/73;0,071
HO 3000/1509/8;0
HO 3000/1509/9;0,071
HO 3000/151/1;0
HO 3000/151/10;0
HO 3000/151/11;0
HO 3000/151/12;0
HO 3000/151/13;0
HO 3000/151/14;0
HO 3000/151/15;0
HO 3000/151/16;0,071
HO 3000/151/17;0
HO 3000/151/18;0
HO 3000/151/2;0
HO 3000/151/20;0
HO 3000/151/21;0
HO 3000/151/22;0
HO 3000/151/24;0
HO 3000/151/25;0
HO 3000/151/4;0
HO 3000/151/5;0
HO 3000/151/6;0
HO 3000/1510/1;0,214
HO 3000/1510/10;0
HO 3000/1510/11;0
HO 3000/1510/12;0,214
HO 3000/1510/13;0,286
HO 3000/1510/14;0,071
HO 3000/1510/15;0,143
HO 3000/1510/16;0,143
HO 3000/1510/17;0
HO 3000/1510/2;0
HO 3000/1510/3;0,071
HO 3000/1510/4;0
HO 3000/1510/5;0,143
HO 3000/1510/6;0
HO 3000/1510/7;0,143
HO 3000/1510/8;0,214
HO 3000/1510/9;0
HO 3000/1511/14;0
HO 3000/1511/16;0,214
HO 3000/1511/6;0
HO 3000/1512/1;0,214
HO 3000/1512/2;0
HO 3000/1512/3;0,214
HO 3000/1512/4;0
HO 3000/1512/5;0,071
HO 3000/1512/6;0,071
HO 3000/1512/7;0,214
HO 3000/1512/8;0
HO 3000/1513/1;0
HO 3000/1513/10;0
HO 3000/1513/11;0
HO 3000/1513/12;0
HO 3000/1513/13;0
HO 3000/1513/14;0,071
HO 3000/1513/15;0,071
HO 3000/1513/16;0
HO 3000/1513/17;0,143
HO 3000/1513/18;0
HO 3000/1513/19;0
HO 3000/1513/2;0,071
HO 3000/1513/20;0,071
HO 3000/1513/21;0
HO 3000/1513/22;0
HO 3000/1513/23;0
HO 3000/1513/24;0
HO 3000/1513/25;0
HO 3000/1513/26;0,071
HO 3000/1513/27;0,071
HO 3000/1513/28;0
HO 3000/1513/3;0,071
HO 3000/1513/4;0
HO 3000/1513/5;0,071
HO 3000/1513/6;0,071
HO 3000/1513/7;0,071
HO 3000/1513/8;0
HO 3000/1513/9;0
HO 3000/1515/1;0
HO 3000/1515/10;0,143
HO 3000/1515/100;0
HO 3000/1515/101;0
HO 3000/1515/102;0
HO 3000/1515/103;0
HO 3000/1515/104;0
HO 3000/1515/105;0
HO 3000/1515/106;0
HO 3000/1515/107;0,071
HO 3000/1515/108;0,143
HO 3000/1515/109;0
HO 3000/1515/11;0
HO 3000/1515/110;0,071
HO 3000/1515/111;0,071
HO 3000/1515/112;0
HO 3000/1515/12;0,071
HO 3000/1515/13;0
HO 3000/1515/14;0
HO 3000/1515/15;0,071
HO 3000/1515/16;0
HO 3000/1515/17;0
HO 3000/1515/18;0
HO 3000/1515/19;0
HO 3000/1515/2;0,143
HO 3000/1515/20;0
HO 3000/1515/21;0
HO 3000/1515/22;0,071
HO 3000/1515/23;0,071
HO 3000/1515/24;0
HO 3000/1515/25;0
HO 3000/1515/26;0,071
HO 3000/1515/27;0,071
HO 3000/1515/28;0
HO 3000/1515/29;0
HO 3000/1515/30;0,214
HO 3000/1515/31;0,071
HO 3000/1515/32;0
HO 3000/1515/33;0,143
HO 3000/1515/34;0,071
HO 3000/1515/35;0,071
HO 3000/1515/36;0
HO 3000/1515/37;0,071
HO 3000/1515/38;0,143
HO 3000/1515/39;0
HO 3000/1515/40;0
HO 3000/1515/41;0
HO 3000/1515/42;0,143
HO 3000/1515/43;0
HO 3000/1515/44;0
HO 3000/1515/45;0
HO 3000/1515/46;0
HO 3000/1515/47;0
HO 3000/1515/48;0
HO 3000/1515/49;0
HO 3000/1515/50;0
HO 3000/1515/51;0
HO 3000/1515/52;0
HO 3000/1515/53;0
HO 3000/1515/54;0
HO 3000/1515/55;0
HO 3000/1515/56;0,071
HO 3000/1515/57;0
HO 3000/1515/58;0
HO 3000/1515/59;0
HO 3000/1515/60;0
HO 3000/1515/61;0,143
HO 3000/1515/62;0
HO 3000/1515/63;0,071
HO 3000/1515/64;0
HO 3000/1515/65;0
HO 3000/1515/66;0,143
HO 3000/1515/67;0,071
HO 3000/1515/68;0
HO 3000/1515/69;0,071
HO 3000/1515/7;0,071
HO 3000/1515/70;0,214
HO 3000/1515/71;0
HO 3000/1515/72;0,071
HO 3000/1515/73;0
HO 3000/1515/74;0
HO 3000/1515/75;0,214
HO 3000/1515/76;0
HO 3000/1515/77;0,071
HO 3000/1515/78;0
HO 3000/1515/79;0,143
HO 3000/1515/8;0,071
HO 3000/1515/80;0,214
HO 3000/1515/81;0,214
HO 3000/1515/82;0,214
HO 3000/1515/83;0
HO 3000/1515/84;0,071
HO 3000/1515/85;0
HO 3000/1515/86;0
HO 3000/1515/87;0
HO 3000/1515/88;0,071
HO 3000/1515/89;0
HO 3000/1515/9;0
HO 3000/1515/90;0,143
HO 3000/1515/91;0,143
HO 3000/1515/92;0,286
HO 3000/1515/93;0
HO 3000/1515/94;0,143
HO 3000/1515/95;0,071
HO 3000/1515/96;0
HO 3000/1515/97;0
HO 3000/1515/98;0
HO 3000/1515/99;0,071
HO 3000/1516/1;0,143
HO 3000/1516/2;0,143
HO 3000/1516/3;0
HO 3000/1516/4;0,071
HO 3000/1516/5;0,071
HO 3000/1516/6;0
HO 3000/1516/7;0,071
HO 3000/1516/8;0,143
HO 3000/1517/3;0,071
HO 3000/1517/5;0
HO 3000/1517/6;0
HO 3000/1518/1;0,143
HO 3000/1518/10;0,071
HO 3000/1518/11;0
HO 3000/1518/12;0,143
HO 3000/1518/13;0,143
HO 3000/1518/14;0,071
HO 3000/1518/15;0
HO 3000/1518/2;0,143
HO 3000/1518/3;0
HO 3000/1518/4;0,071
HO 3000/1518/5;0,071
HO 3000/1518/6;0,071
HO 3000/1518/7;0
HO 3000/1518/8;0
HO 3000/1518/9;0,071
HO 3000/152/1;0
HO 3000/152/10;0
HO 3000/152/11;0,071
HO 3000/152/12;0
HO 3000/152/13;0
HO 3000/152/15;0
HO 3000/152/17;0
HO 3000/152/19;0
HO 3000/152/23;0
HO 3000/152/3;0,071
HO 3000/152/5;0
HO 3000/152/6;0
HO 3000/152/7;0
HO 3000/152/9;0
HO 3000/1520/1;0,071
HO 3000/1520/10;0,071
HO 3000/1520/11;0
HO 3000/1520/12;0,071
HO 3000/1520/13;0,143
HO 3000/1520/14;0
HO 3000/1520/15;0,214
HO 3000/1520/16;0,071
HO 3000/1520/17;0
HO 3000/1520/18;0,214
HO 3000/1520/19;0,143
HO 3000/1520/2;0
HO 3000/1520/20;0,071
HO 3000/1520/21;0,071
HO 3000/1520/22;0,143
HO 3000/1520/23;0
HO 3000/1520/24;0,143
HO 3000/1520/25;0,143
HO 3000/1520/26;0
HO 3000/1520/27;0,214
HO 3000/1520/28;0,071
HO 3000/1520/29;0,143
HO 3000/1520/3;0
HO 3000/1520/30;0,143
HO 3000/1520/31;0
HO 3000/1520/4;0,071
HO 3000/1520/5;0,071
HO 3000/1520/6;0,071
HO 3000/1520/7;0,143
HO 3000/1520/8;0
HO 3000/1520/9;0,071
HO 3000/1521/1;0,143
HO 3000/1521/10;0,071
HO 3000/1521/11;0,143
HO 3000/1521/12;0,214
HO 3000/1521/13;0,143
HO 3000/1521/14;0,214
HO 3000/1521/15;0,071
HO 3000/1521/16;0
HO 3000/1521/17;0,071
HO 3000/1521/18;0,143
HO 3000/1521/19;0,071
HO 3000/1521/2;0,071
HO 3000/1521/20;0,071
HO 3000/1521/21;0,143
HO 3000/1521/22;0,143
HO 3000/1521/23;0,143
HO 3000/1521/24;0,143
HO 3000/1521/25;0,214
HO 3000/1521/26;0,071
HO 3000/1521/27;0
HO 3000/1521/28;0
HO 3000/1521/29;0,143
HO 3000/1521/3;0,071
HO 3000/1521/30;0,071
HO 3000/1521/31;0,071
HO 3000/1521/32;0,214
HO 3000/1521/33;0,214
HO 3000/1521/34;0
HO 3000/1521/35;0,214
HO 3000/1521/36;0
HO 3000/1521/4;0,071
HO 3000/1521/5;0,357
HO 3000/1521/6;0,071
HO 3000/1521/7;0,286
HO 3000/1521/8;0
HO 3000/1521/9;0,143
HO 3000/1522/1;0,143
HO 3000/1522/10;0,071
HO 3000/1522/11;0
HO 3000/1522/12;0,214
HO 3000/1522/13;0,143
HO 3000/1522/14;0,143
HO 3000/1522/15;0,143
HO 3000/1522/16;0,143
HO 3000/1522/17;0
HO 3000/1522/18;0,071
HO 3000/1522/19;0
HO 3000/1522/2;0,071
HO 3000/1522/20;0,214
HO 3000/1522/21;0,071
HO 3000/1522/22;0
HO 3000/1522/23;0,143
HO 3000/1522/24;0
HO 3000/1522/3;0,143
HO 3000/1522/4;0,143
HO 3000/1522/5;0,214
HO 3000/1522/6;0,071
HO 3000/1522/7;0,071
HO 3000/1522/8;0,143
HO 3000/1522/9;0,143
HO 3000/1523/1;0,071
HO 3000/1523/10;0
HO 3000/1523/11;0,214
HO 3000/1523/12;0,214
HO 3000/1523/13;0,143
HO 3000/1523/14;0,071
HO 3000/1523/15;0,214
HO 3000/1523/16;0,071
HO 3000/1523/17;0
HO 3000/1523/18;0,143
HO 3000/1523/19;0,071
HO 3000/1523/2;0
HO 3000/1523/20;0
HO 3000/1523/21;0,143
HO 3000/1523/22;0
HO 3000/1523/23;0
HO 3000/1523/3;0,071
HO 3000/1523/4;0,143
HO 3000/1523/5;0,214
HO 3000/1523/6;0,071
HO 3000/1523/7;0
HO 3000/1523/8;0,071
HO 3000/1523/9;0,143
HO 3000/1524/1;0,071
HO 3000/1524/10;0
HO 3000/1524/100;0,071
HO 3000/1524/101;0
HO 3000/1524/102;0
HO 3000/1524/103;0
HO 3000/1524/104;0,143
HO 3000/1524/105;0
HO 3000/1524/106;0,143
HO 3000/1524/107;0,143
HO 3000/1524/108;0
HO 3000/1524/109;0
HO 3000/1524/11;0
HO 3000/1524/110;0,071
HO 3000/1524/111;0,071
HO 3000/1524/112;0
HO 3000/1524/113;0
HO 3000/1524/114;0,143
HO 3000/1524/115;0,071
HO 3000/1524/116;0,071
HO 3000/1524/117;0
HO 3000/1524/118;0
HO 3000/1524/119;0
HO 3000/1524/12;0,143
HO 3000/1524/120;0,071
HO 3000/1524/121;0
HO 3000/1524/122;0
HO 3000/1524/123;0,071
HO 3000/1524/124;0
HO 3000/1524/125;0,071
HO 3000/1524/126;0
HO 3000/1524/127;0
HO 3000/1524/128;0,071
HO 3000/1524/129;0
HO 3000/1524/13;0,214
HO 3000/1524/130;0
HO 3000/1524/131;0,071
HO 3000/1524/132;0
HO 3000/1524/133;0
HO 3000/1524/134;0,071
HO 3000/1524/135;0,214
HO 3000/1524/136;0
HO 3000/1524/137;0,071
HO 3000/1524/138;0,143
HO 3000/1524/139;0,143
HO 3000/1524/14;0,071
HO 3000/1524/140;0,071
HO 3000/1524/141;0,071
HO 3000/1524/142;0,143
HO 3000/1524/143;0
HO 3000/1524/144;0
HO 3000/1524/145;0,071
HO 3000/1524/146;0
HO 3000/1524/147;0,071
HO 3000/1524/148;0,071
HO 3000/1524/149;0
HO 3000/1524/15;0
HO 3000/1524/150;0
HO 3000/1524/151;0,143
HO 3000/1524/152;0,143
HO 3000/1524/154;0
HO 3000/1524/155;0
HO 3000/1524/156;0
HO 3000/1524/157;0,143
HO 3000/1524/158;0,143
HO 3000/1524/159;0,143
HO 3000/1524/16;0
HO 3000/1524/160;0,071
HO 3000/1524/161;0,071
HO 3000/1524/162;0,071
HO 3000/1524/163;0,143
HO 3000/1524/164;0,071
HO 3000/1524/165;0
HO 3000/1524/166;0
HO 3000/1524/167;0
HO 3000/1524/168;0,071
HO 3000/1524/169;0,071
HO 3000/1524/17;0,071
HO 3000/1524/170;0,143
HO 3000/1524/171;0
HO 3000/1524/172;0
HO 3000/1524/173;0
HO 3000/1524/174;0
HO 3000/1524/175;0
HO 3000/1524/176;0,214
HO 3000/1524/177;0,143
HO 3000/1524/178;0,071
HO 3000/1524/179;0,071
HO 3000/1524/18;0,143
HO 3000/1524/180;0,071
HO 3000/1524/181;0
HO 3000/1524/182;0
HO 3000/1524/183;0
HO 3000/1524/184;0
HO 3000/1524/185;0
HO 3000/1524/186;0,071
HO 3000/1524/187;0,143
HO 3000/1524/188;0
HO 3000/1524/189;0
HO 3000/1524/19;0
HO 3000/1524/2;0,143
HO 3000/1524/20;0,071
HO 3000/1524/21;0
HO 3000/1524/22;0,071
HO 3000/1524/23;0
HO 3000/1524/24;0
HO 3000/1524/25;0,143
HO 3000/1524/26;0,143
HO 3000/1524/27;0
HO 3000/1524/28;0,143
HO 3000/1524/29;0,286
HO 3000/1524/3;0,071
HO 3000/1524/30;0
HO 3000/1524/31;0,071
HO 3000/1524/32;0
HO 3000/1524/33;0,143
HO 3000/1524/34;0,071
HO 3000/1524/35;0,214
HO 3000/1524/36;0,071
HO 3000/1524/37;0,071
HO 3000/1524/38;0,071
HO 3000/1524/39;0
HO 3000/1524/4;0,071
HO 3000/1524/40;0,143
HO 3000/1524/41;0,143
HO 3000/1524/42;0,286
HO 3000/1524/43;0,214
HO 3000/1524/44;0
HO 3000/1524/45;0
HO 3000/1524/46;0,071
HO 3000/1524/47;0,143
HO 3000/1524/48;0,143
HO 3000/1524/49;0,143
HO 3000/1524/5;0,071
HO 3000/1524/50;0,071
HO 3000/1524/51;0
HO 3000/1524/52;0,143
HO 3000/1524/53;0
HO 3000/1524/54;0,214
HO 3000/1524/55;0,071
HO 3000/1524/56;0,214
HO 3000/1524/57;0,143
HO 3000/1524/58;0,143
HO 3000/1524/59;0
HO 3000/1524/6;0
HO 3000/1524/60;0
HO 3000/1524/61;0,143
HO 3000/1524/62;0,214
HO 3000/1524/63;0,214
HO 3000/1524/64;0
HO 3000/1524/65;0,071
HO 3000/1524/66;0,071
HO 3000/1524/67;0,286
HO 3000/1524/68;0,143
HO 3000/1524/69;0,143
HO 3000/1524/7;0,143
HO 3000/1524/70;0
HO 3000/1524/71;0,143
HO 3000/1524/72;0,071
HO 3000/1524/73;0
HO 3000/1524/74;0,214
HO 3000/1524/75;0,214
HO 3000/1524/76;0,143
HO 3000/1524/77;0,071
HO 3000/1524/78;0,143
HO 3000/1524/79;0
HO 3000/1524/8;0,071
HO 3000/1524/80;0,071
